32,4,2,11,79,6,9,7,1
45,8,15,6,55,6,5,10,1
29,8,11,2,72,10,10,8,2
34,4,5,9,77,12,8,1,0
25,1,15,7,64,24,8,6,2
38,9,1,11,72,10,5,4,1
18,4,0,9,81,22,8,8,1
19,7,17,10,52,25,11,9,1
28,5,2,2,67,25,16,5,1
47,5,4,7,62,16,5,4,2
11,1,9,1,114,6,8,0,1
11,4,4,6,101,10,9,5,1
17,2,3,3,102,9,10,4,1
22,5,6,4,89,9,12,3,2
36,3,4,4,73,17,10,3,1
19,2,5,1,100,16,4,3,1
42,4,5,1,82,8,5,3,2
36,1,1,1,92,10,6,3,0
25,4,4,5,86,12,10,4,0
32,12,8,10,63,10,11,4,2
44,2,4,10,66,8,9,7,1
54,8,9,6,46,7,12,8,1
59,8,8,6,44,3,17,5,2
62,6,8,5,53,8,5,3,1
46,12,12,4,55,6,8,7,1
8,4,2,7,109,8,6,6,2
28,8,10,7,63,15,11,8,1
36,9,7,11,61,13,5,8,2
50,13,9,5,53,9,8,3,1
19,7,9,16,74,5,13,7,1
13,1,5,4,110,9,5,3,1
15,0,1,1,118,5,6,4,1
21,9,4,7,98,7,3,1,2
28,4,3,0,97,6,7,5,1
22,2,11,4,90,9,8,4,2
17,6,7,12,83,5,10,10,2
45,8,5,6,54,8,12,12,1
47,8,13,2,63,6,5,6,2
50,9,9,10,49,12,7,4,0
49,8,15,7,51,9,2,9,2
57,11,13,7,40,4,13,5,0
52,19,5,4,49,5,14,2,2
48,11,3,6,55,12,10,5,1
49,7,9,9,57,9,7,3,1
35,8,3,3,86,6,7,2,1
29,4,3,5,86,10,7,6,1
25,10,10,4,69,12,7,13,2
42,8,12,11,45,16,11,5,0
45,2,6,8,59,13,11,6,2
33,3,11,9,63,13,12,6,1
47,8,4,6,52,13,11,9,1
31,10,8,7,63,13,14,4,2
37,6,8,6,70,9,10,4,1
41,9,10,8,51,10,9,12,1
29,13,5,9,58,13,17,6,2
34,11,8,11,53,14,15,4,1
34,12,3,10,54,17,14,6,1
17,4,8,6,85,12,7,11,1
42,9,14,8,40,18,11,8,2
57,5,9,15,42,3,13,6,2
12,4,1,5,90,16,13,9,1
15,5,0,0,89,9,15,17,2
43,12,9,2,62,5,12,5,0
61,14,6,9,42,3,6,9,0
39,3,3,6,65,15,8,11,0
46,21,7,4,56,5,6,5,0
41,12,9,16,48,9,9,6,0
43,10,7,6,57,7,7,13,2
57,7,10,9,49,9,4,5,0
51,11,11,6,47,8,2,14,2
32,13,11,7,48,10,17,12,0
37,22,11,6,45,14,11,4,0
54,10,8,9,44,16,8,1,2
43,9,8,3,61,10,9,7,1
71,6,6,9,43,6,4,5,2
50,11,4,4,54,12,7,8,1
87,4,7,0,45,7,0,0,2
35,9,4,8,66,17,8,3,2
32,8,3,8,73,11,9,6,1
22,4,1,3,108,2,5,5,1
29,14,11,6,65,7,10,8,2
36,9,6,7,71,11,5,5,0
50,11,2,6,61,11,5,4,2
40,17,3,4,59,11,13,3,1
23,8,4,4,81,10,15,5,1
30,6,7,1,87,10,4,5,2
46,4,7,9,63,9,4,8,0
70,12,5,3,35,9,10,6,2
36,2,6,6,83,5,7,5,0
30,9,6,6,88,4,2,5,2
51,4,8,10,58,10,4,5,1
47,8,10,7,59,6,9,4,1
26,4,9,10,79,5,9,8,1
28,1,9,9,76,6,9,12,1
49,3,7,6,57,10,12,6,2
27,6,7,5,75,12,8,10,2
45,9,11,7,52,10,10,6,0
32,6,3,4,81,9,5,10,2
24,6,11,3,82,10,12,2,0
56,6,3,5,66,7,4,3,2
58,4,10,5,58,7,5,3,1
32,10,6,4,65,16,11,6,1
55,18,9,9,35,7,12,5,2
29,11,9,12,76,5,6,2,1
25,15,11,7,56,17,12,7,1
52,19,7,17,42,6,3,4,1
40,15,13,7,52,10,6,7,1
58,11,6,6,61,3,3,2,1
51,8,4,10,58,10,6,3,1
38,7,5,4,72,8,12,4,1
25,9,3,4,92,8,7,2,1
52,19,9,2,37,15,10,6,1
40,11,12,2,51,11,18,5,2
58,10,9,2,51,10,9,1,0
39,8,9,5,71,9,6,3,2
42,14,8,3,55,15,9,4,1
36,7,7,2,86,4,5,3,2
43,9,10,5,66,6,5,6,0
71,15,6,4,37,10,2,5,0
40,5,8,4,76,7,8,2,0
53,11,5,1,49,14,12,5,2
54,11,15,2,50,12,3,3,0
60,10,7,5,43,8,7,10,0
33,8,5,4,66,13,6,15,0
74,12,18,7,20,6,5,8,0
28,10,12,12,53,13,17,5,0
28,9,4,6,80,11,9,3,2
56,6,7,2,59,13,6,1,1
46,12,13,2,59,6,9,3,1
51,6,8,3,61,12,5,4,2
50,5,7,4,60,12,7,5,0
34,6,14,7,51,23,9,6,0
37,6,11,6,73,8,4,5,2
63,4,7,5,42,7,16,6,1
69,6,7,3,49,8,5,3,2
41,9,4,2,69,13,8,4,2
35,17,6,3,69,8,8,4,0
50,12,9,7,47,7,14,4,0
52,8,8,2,52,11,10,7,2
32,7,11,2,68,9,9,12,0
53,9,15,8,33,11,10,11,0
65,13,10,8,18,24,8,4,0
72,10,4,8,39,5,4,8,2
39,9,7,3,68,10,7,7,2
44,10,8,4,64,8,5,7,0
67,3,5,7,49,3,7,9,0
96,4,5,1,36,3,1,4,0
74,4,7,2,47,6,6,4,0
37,5,4,6,74,12,7,5,0
54,5,5,4,60,9,9,4,2
67,3,2,4,60,8,2,4,2
40,1,3,4,88,7,2,5,2
61,9,9,6,37,18,7,3,0
66,6,13,8,43,10,3,1,2
57,14,9,7,52,5,3,3,1
36,8,7,10,61,11,10,7,1
28,6,11,5,65,13,11,11,1
63,2,6,5,50,10,7,7,2
69,14,8,6,39,6,4,4,0
38,13,9,8,58,9,8,7,2
56,7,8,7,46,12,6,8,1
58,6,9,4,55,12,4,2,2
63,8,9,4,53,7,3,3,1
68,6,2,0,54,10,6,4,1
102,2,4,1,35,4,2,0,2
48,8,7,3,65,9,5,5,1
43,9,5,5,72,6,7,3,2
72,10,7,1,44,8,4,4,1
109,5,0,1,26,6,2,1,2
99,10,6,4,21,5,1,4,2
50,2,4,3,64,12,11,4,2
95,2,2,3,41,3,1,3,0
107,1,3,2,27,7,2,1,0
92,11,4,0,37,5,0,1,2
103,6,1,1,24,8,2,5,0
114,6,3,1,17,4,3,2,0
53,5,4,1,58,15,11,3,0
41,12,6,0,73,11,6,1,0
46,11,7,0,55,20,7,4,0
47,2,2,0,85,13,0,1,0
55,5,2,0,73,14,1,0,0
51,5,1,1,82,7,2,1,0
57,6,2,1,72,11,1,0,0
59,9,5,0,63,10,2,2,2
52,11,3,0,63,14,6,1,0
47,3,2,3,69,22,3,1,0
42,4,4,0,71,21,6,2,2
15,3,0,0,21,4,2,0,0
34,6,8,1,86,5,7,3,2
51,1,8,2,77,6,2,3,0
52,4,6,1,83,1,2,1,0
87,4,4,3,43,7,0,2,0
67,8,7,3,43,9,11,2,2
79,2,3,4,48,4,7,3,1
87,5,4,2,35,8,7,2,1
69,7,10,6,38,9,6,5,1
41,5,12,4,72,6,8,2,1
87,7,7,0,30,10,7,2,1
84,6,10,4,34,7,3,2,2
65,5,8,4,43,9,9,7,1
50,9,9,7,60,5,6,4,2
44,6,4,4,74,8,7,3,1
59,14,6,1,51,10,7,2,1
55,14,7,2,57,5,5,5,2
45,10,3,1,73,13,4,1,0
42,8,4,1,73,10,8,4,0
80,10,1,3,40,12,4,0,0
63,3,5,2,59,11,2,5,2
54,4,1,6,68,12,3,2,0
47,7,7,1,68,12,3,5,2
76,3,4,3,50,7,5,2,0
63,9,6,3,59,6,2,2,2
71,11,5,4,41,5,7,6,1
44,22,7,1,61,10,3,2,2
73,14,7,4,34,5,10,3,0
72,9,6,4,40,8,7,4,2
70,5,3,6,44,13,4,5,2
70,5,5,4,44,10,8,4,1
47,10,1,12,51,11,7,11,1
58,3,5,11,49,9,11,4,1
43,6,10,8,57,17,4,5,1
39,9,7,6,63,11,11,4,1
42,10,15,3,52,16,7,5,1
38,5,8,3,70,12,10,4,2
75,5,5,7,43,6,7,2,0
41,12,7,3,56,16,10,5,2
56,8,6,4,41,25,7,3,0
52,13,8,3,46,16,9,3,2
49,14,11,7,46,6,9,8,2
89,9,9,5,27,3,4,4,0
35,14,15,6,55,11,9,5,2
40,5,11,2,70,10,8,4,1
54,13,6,12,48,8,3,6,2
41,1,4,4,75,4,13,8,1
50,12,23,3,46,5,5,6,2
63,5,5,9,55,2,4,7,0
44,4,6,12,57,10,10,7,2
39,13,5,3,71,3,11,5,1
64,15,6,1,38,7,6,13,2
47,5,6,3,69,5,8,7,0
59,9,10,8,39,12,9,4,0
58,8,2,9,45,9,13,6,2
64,3,5,4,53,10,4,7,1
50,6,15,7,47,10,10,5,2
66,10,5,5,47,9,6,2,1
24,3,15,6,78,13,6,5,1
70,11,7,2,45,4,7,4,1
69,12,6,10,36,7,6,4,2
42,4,11,3,65,8,11,6,1
47,8,8,4,60,6,9,8,2
49,8,7,14,55,7,2,8,0
45,5,5,4,73,11,2,5,2
31,13,6,7,69,11,9,4,0
78,12,4,4,40,6,4,2,2
82,13,3,4,34,4,3,7,1
50,4,3,2,57,21,8,5,2
49,15,5,6,39,15,11,10,0
42,10,6,6,63,14,2,7,0
47,10,7,6,59,6,4,11,0
42,5,10,6,54,23,7,3,0
37,11,8,7,53,13,6,15,2
56,9,9,9,42,13,5,7,0
74,11,7,8,38,1,8,3,2
32,6,6,6,82,7,7,4,1
85,16,2,4,29,5,7,2,1
81,4,6,1,42,6,5,5,1
60,10,7,7,38,12,9,7,2
80,10,6,6,35,5,6,2,2
58,8,5,6,48,13,6,6,1
52,7,14,6,34,16,11,10,1
36,8,4,7,67,11,12,5,2
70,9,12,3,34,4,11,7,1
48,7,15,7,54,6,6,7,2
58,12,10,5,39,12,9,5,2
99,7,11,5,19,2,4,3,2
53,7,8,1,49,11,13,8,1
44,11,10,4,48,13,11,9,2
68,7,11,0,48,10,3,3,0
62,7,9,2,53,6,6,5,0
52,9,6,2,47,18,9,7,0
57,16,11,2,43,12,6,3,0
73,6,8,6,44,4,6,3,0
47,7,13,3,58,8,9,5,2
51,9,4,5,51,14,12,4,0
51,11,7,7,51,12,7,4,2
38,10,8,3,58,24,7,2,1
52,13,9,3,45,13,8,7,1
39,4,10,3,65,18,8,3,2
32,7,4,6,60,18,18,5,2
46,6,9,3,64,12,7,3,1
53,6,8,6,50,16,9,2,1
45,5,5,2,57,14,14,8,1
43,3,10,7,48,20,11,8,2
60,10,6,5,46,12,7,4,0
27,6,10,3,69,15,12,8,2
58,5,9,5,50,14,7,2,0
31,8,4,2,82,16,6,1,2
56,12,4,7,41,19,7,4,1
85,5,2,4,43,4,4,3,1
70,8,2,4,46,12,5,3,1
45,14,15,2,42,10,14,8,1
32,4,9,4,65,27,7,2,2
34,11,5,4,68,16,6,6,1
26,6,5,2,85,8,13,5,2
47,6,8,6,61,8,8,6,0
29,4,13,4,80,7,12,1,0
50,8,3,2,74,3,3,7,2
51,5,7,4,68,5,4,6,0
25,13,8,4,72,13,6,9,0
42,18,7,5,60,7,8,3,0
37,10,12,5,59,14,9,4,2
24,3,7,1,97,11,5,2,1
21,2,6,6,83,17,12,3,2
59,8,6,4,49,7,10,7,1
57,13,9,1,40,12,8,10,2
49,14,19,6,40,5,9,8,0
47,7,7,6,61,9,8,5,0
60,3,6,1,60,9,9,2,2
55,14,5,7,52,5,6,6,0
44,14,9,3,61,9,8,2,2
45,10,4,5,72,6,5,3,1
52,5,3,6,63,15,4,2,1
44,9,3,3,70,15,5,1,1
47,7,5,4,56,16,10,5,1
54,7,13,8,52,6,6,4,2
54,4,7,3,65,4,8,5,1
113,1,1,4,16,3,8,4,2
52,3,11,2,51,12,15,4,2
53,10,7,10,39,12,15,4,0
77,13,6,1,27,14,9,3,2
79,9,5,6,35,6,6,4,0
67,17,6,3,35,6,10,6,2
57,6,9,3,53,8,10,4,0
67,8,9,0,33,16,15,2,0
45,12,10,10,52,5,12,4,0
51,13,12,8,46,5,10,5,2
52,13,7,4,53,7,10,4,1
60,7,10,5,35,11,17,5,1
71,10,12,1,44,3,6,3,1
53,7,1,8,59,9,8,5,2
36,16,5,8,52,10,11,12,1
43,12,8,6,54,12,13,2,2
67,6,5,7,47,7,7,4,1
37,7,10,8,59,13,10,6,1
71,12,3,8,36,9,8,3,1
57,9,4,8,49,8,11,4,1
42,12,5,9,56,11,9,6,1
73,17,9,10,22,7,6,6,1
60,10,9,6,44,12,7,2,1
55,5,2,3,71,8,3,3,1
64,6,2,4,56,8,4,6,1
35,5,8,12,67,13,4,6,2
13,4,1,3,95,14,16,4,1
17,5,6,3,91,19,5,4,2
56,13,7,2,58,5,6,3,0
44,2,2,3,82,7,7,3,0
61,21,5,3,49,7,3,1,0
48,21,1,4,55,8,5,8,2
81,13,8,2,22,9,9,6,0
53,9,8,5,55,12,6,2,0
54,20,5,2,44,17,5,3,2
42,6,7,4,70,14,6,1,0
43,13,9,3,49,16,11,6,2
38,10,20,0,65,12,3,2,0
28,6,3,1,79,25,7,1,0
56,12,6,0,52,17,6,1,0
58,7,3,2,60,13,5,2,0
29,9,8,4,79,18,3,0,0
74,12,6,8,27,11,8,4,2
38,5,7,3,69,18,8,2,1
49,6,5,3,54,24,7,2,1
72,16,9,2,35,12,1,3,1
70,15,8,1,42,6,7,1,2
68,14,3,4,49,9,2,1,2
85,6,0,1,49,5,4,0,1
62,7,0,4,63,7,6,1,1
33,7,0,4,83,16,4,3,1
55,13,12,2,51,8,2,7,1
40,8,8,3,78,7,2,4,2
55,9,4,6,67,5,2,2,0
58,10,2,2,59,8,5,6,2
36,5,6,6,89,7,1,0,0
72,6,3,0,63,5,0,1,2
51,6,1,0,79,9,1,3,0
48,6,1,4,85,4,2,0,0
24,6,3,1,33,3,0,0,2
81,7,6,4,45,1,6,0,2
51,8,6,3,63,11,5,3,1
69,9,3,3,48,11,4,3,1
86,4,2,2,40,7,7,2,1
56,9,5,3,64,2,5,6,1
57,13,5,13,46,7,6,3,2
50,4,4,6,69,9,5,3,1
60,4,6,8,47,9,8,8,1
37,3,4,6,74,12,9,5,1
36,9,6,3,71,8,10,7,1
24,6,11,3,74,12,16,4,2
55,14,8,7,45,8,9,4,0
51,9,8,8,48,12,7,7,2
83,8,2,5,28,14,9,1,1
51,17,11,2,35,12,8,14,1
70,13,7,6,23,16,11,4,2
50,15,11,9,33,15,8,9,1
60,15,5,8,42,4,8,8,1
48,5,4,4,69,3,7,10,1
38,11,19,5,53,14,3,7,2
74,9,13,9,30,7,6,2,0
45,15,7,8,55,10,8,2,2
55,11,14,9,33,10,7,11,1
67,7,14,5,32,6,8,11,2
57,11,7,4,41,7,13,10,0
59,3,10,9,48,8,7,6,0
76,5,5,7,41,5,4,7,2
57,9,6,5,62,4,4,3,2
56,11,10,5,52,5,5,6,1
44,8,5,6,59,9,13,6,2
72,7,7,1,37,13,5,8,2
90,7,7,8,24,6,5,3,0
63,5,6,2,49,12,7,6,2
53,12,10,7,50,8,9,1,0
71,15,7,9,29,11,2,6,2
79,7,2,2,38,10,4,8,1
41,8,10,8,58,13,9,3,2
40,5,8,11,60,11,7,8,1
57,10,11,17,32,4,8,11,1
64,10,14,5,37,8,5,7,1
87,8,16,7,10,11,4,7,2
89,12,18,7,15,4,3,2,2
52,9,4,4,58,12,2,9,1
54,7,4,3,71,5,2,4,2
73,5,6,3,31,18,9,5,0
86,6,10,5,25,8,7,3,0
59,8,1,8,59,7,4,4,2
99,3,2,3,35,5,2,1,1
119,6,2,1,14,2,2,4,1
83,4,4,4,34,7,11,3,2
62,5,10,6,43,6,11,7,1
37,9,6,5,69,10,10,4,2
80,9,8,6,27,8,6,6,1
59,4,5,10,47,8,6,11,1
68,13,7,4,43,6,6,3,2
57,5,8,5,57,10,6,2,1
49,4,8,3,70,9,2,5,1
68,10,8,5,48,7,0,4,2
69,3,5,8,49,7,8,1,1
46,7,1,7,65,13,7,4,1
61,10,5,10,50,9,3,2,1
69,2,7,4,55,6,6,1,1
89,10,6,4,25,5,8,3,1
67,10,5,8,42,8,3,7,1
60,6,5,7,53,4,8,7,1
46,13,8,5,50,11,7,10,1
54,13,5,5,49,8,4,12,2
50,14,8,7,40,10,10,11,0
52,9,10,3,50,14,7,5,0
70,9,6,10,45,4,5,1,0
75,2,6,5,38,16,5,3,2
44,11,7,8,50,13,8,9,1
48,7,8,9,50,16,6,6,2
52,19,9,2,39,11,8,10,1
62,15,4,8,41,5,6,9,2
50,6,5,10,59,9,4,7,0
79,12,9,8,31,2,6,3,2
74,6,10,5,34,7,8,6,1
102,5,2,5,24,7,3,2,2
86,11,4,4,29,7,6,3,1
73,14,10,5,31,5,6,6,1
68,8,4,9,25,9,18,9,2
63,11,8,10,43,4,3,8,2
39,7,4,4,81,6,3,6,1
66,13,11,3,37,6,9,5,2
61,10,9,10,39,4,10,7,0
54,9,10,8,40,9,12,8,2
90,7,7,3,29,6,4,4,2
85,6,4,5,39,6,3,2,0
91,4,1,1,38,6,8,1,2
61,8,11,7,38,11,4,10,2
68,17,5,6,31,9,7,7,0
46,7,7,7,56,11,7,9,0
68,15,8,8,26,10,9,6,0
76,12,7,4,33,4,4,10,2
53,10,11,9,44,8,11,4,0
40,13,6,6,64,12,5,4,2
37,8,9,6,52,14,12,12,1
82,9,6,10,26,4,6,7,2
40,6,6,6,67,15,4,6,1
20,6,5,8,66,22,17,6,1
25,9,15,6,70,10,6,9,1
90,12,7,2,25,9,3,2,2
48,6,4,0,75,7,6,4,2
49,11,5,2,71,6,3,3,0
65,10,7,7,45,9,5,2,0
47,8,0,4,73,8,7,3,2
45,7,6,6,63,7,13,3,1
56,6,5,7,58,8,4,6,1
37,9,6,4,71,9,9,5,1
63,6,5,11,44,7,6,8,2
45,8,6,5,66,11,5,4,1
60,6,2,10,53,3,8,8,1
55,15,8,14,33,8,8,9,1
72,6,7,5,35,9,6,10,1
39,6,2,10,72,8,8,5,2
54,18,5,2,54,13,1,3,1
91,8,2,1,29,4,10,5,2
87,10,3,0,39,8,2,1,0
122,5,2,0,15,1,1,4,0
25,5,11,6,75,9,10,9,0
31,13,7,8,68,6,7,10,0
77,13,8,5,37,5,2,3,0
59,11,9,2,46,11,8,4,2
51,8,5,5,62,7,9,3,0
43,12,15,3,45,13,8,11,2
59,5,1,3,60,10,8,4,0
46,5,6,5,76,9,2,1,0
60,7,13,7,36,8,14,5,2
69,7,7,12,32,9,9,5,1
55,6,4,3,67,4,10,1,1
49,11,4,4,60,14,6,2,1
52,9,7,10,45,14,6,7,1
80,9,3,8,35,6,5,4,1
46,8,6,1,68,13,6,2,1
59,17,3,9,42,9,7,4,2
39,6,8,7,61,6,12,11,1
34,4,4,2,86,10,6,4,2
58,11,5,0,52,13,3,8,0
49,11,6,7,56,11,9,1,0
62,12,3,5,51,12,4,1,2
54,10,5,4,64,5,6,2,1
41,2,7,6,72,13,7,2,1
59,12,2,3,54,12,7,1,1
31,5,4,5,93,7,2,3,1
20,3,5,2,85,17,9,9,1
51,12,7,3,57,11,5,4,2
43,14,9,4,60,4,11,5,0
33,12,7,4,65,14,8,7,0
56,6,4,2,70,11,1,0,0
44,15,11,5,61,8,5,1,2
36,10,12,4,66,16,3,3,1
63,7,9,5,54,4,6,2,1
45,9,4,4,61,10,14,3,1
42,11,7,2,62,13,9,4,1
31,9,11,8,66,13,9,3,2
40,8,3,2,82,9,3,3,1
54,6,5,5,59,11,6,4,2
42,15,11,6,45,17,8,6,1
48,14,2,3,67,7,7,2,1
57,7,6,1,65,9,5,0,1
56,6,6,0,71,7,3,1,1
55,3,8,5,63,6,8,2,2
51,2,4,6,70,9,7,1,1
70,9,4,4,47,8,6,2,1
58,18,7,3,47,8,6,3,1
44,4,3,3,74,11,8,3,1
67,10,10,2,48,6,4,3,1
40,5,7,5,63,21,7,2,2
42,11,8,4,63,9,9,4,1
40,5,12,3,64,12,14,0,1
68,10,6,4,47,8,3,4,1
71,5,4,5,50,2,6,7,1
58,3,3,0,72,5,9,0,2
53,6,7,6,52,4,13,9,2
45,17,8,3,61,4,10,2,0
50,8,5,6,56,11,7,7,2
98,5,5,2,29,7,3,1,0
53,3,4,4,68,8,6,4,2
75,12,8,3,37,7,6,2,2
38,16,5,3,75,9,3,1,1
78,15,7,2,38,6,4,0,1
37,7,4,3,68,12,12,7,1
29,2,9,6,92,4,5,3,2
21,5,2,1,100,14,6,1,1
50,6,10,7,62,3,5,7,1
48,10,12,10,47,8,10,5,1
42,8,3,1,78,7,8,3,1
58,4,4,1,72,8,1,2,2
51,7,4,0,72,10,4,2,0
37,6,5,2,87,6,7,0,0
50,9,6,3,66,8,6,2,2
34,11,4,5,78,10,7,1,1
54,13,3,3,57,9,4,7,1
70,17,5,4,37,11,5,1,2
72,9,4,1,52,8,3,1,1
53,10,2,2,68,11,4,0,1
48,10,2,1,67,13,6,3,1
106,5,3,3,19,9,3,2,2
130,0,2,0,16,1,1,0,1
67,3,3,1,68,5,2,1,1
44,3,2,1,89,8,0,3,1
51,8,5,5,63,9,3,6,2
87,5,3,2,47,1,1,4,0
73,12,6,1,45,7,4,2,0
59,2,10,6,59,4,3,7,0
72,5,5,1,55,6,3,3,0
33,4,2,9,86,12,3,1,0
48,6,8,7,67,6,4,4,2
81,4,3,0,47,10,4,1,1
100,6,3,2,32,4,1,2,2
90,5,4,0,40,5,5,1,2
78,7,4,2,49,3,2,5,0
71,13,8,0,38,9,7,4,0
91,5,0,0,46,7,1,0,0
78,10,4,3,46,5,2,2,0
108,3,0,1,37,0,1,0,2
76,7,3,3,49,4,7,1,1
72,3,3,0,62,7,3,0,1
65,4,4,0,63,9,4,1,1
76,8,4,2,48,6,4,2,2
78,12,5,4,38,8,4,1,2
51,9,4,0,69,10,5,2,1
71,7,2,0,57,4,5,4,2
60,9,0,0,74,3,1,1,0
58,5,3,1,68,10,4,1,2
103,10,3,2,20,6,4,2,2
73,4,4,3,51,8,5,2,2
56,7,5,3,61,7,8,3,1
71,7,9,1,44,7,7,4,1
63,10,12,4,33,11,10,7,2
40,10,8,5,64,14,3,6,0
64,8,1,2,56,9,3,7,0
42,6,7,1,78,11,3,2,0
35,16,6,3,67,11,7,5,0
37,16,11,9,57,11,7,2,0
53,15,11,5,43,10,5,8,2
53,17,6,2,40,14,10,8,0
64,10,8,6,28,18,11,5,0
57,7,10,0,50,3,16,7,2
15,2,3,1,109,5,12,3,0
33,11,7,4,79,4,9,3,0
45,6,4,2,75,5,10,3,2
60,9,3,6,47,10,10,5,0
54,5,11,7,57,8,5,3,2
50,8,9,6,56,10,8,3,1
59,3,8,9,41,11,9,10,1
72,6,6,2,41,8,9,6,2
33,6,7,9,66,6,18,5,0
34,3,8,1,75,10,16,3,2
58,5,7,0,62,9,5,4,0
18,1,6,3,93,10,12,7,0
83,7,7,8,31,4,6,4,0
58,8,8,12,41,9,11,3,2
63,13,7,8,41,6,6,6,1
79,3,6,4,47,2,6,3,1
75,6,6,4,49,1,4,5,1
69,5,8,2,43,7,8,8,2
54,2,9,8,54,5,5,13,0
54,4,3,8,69,3,5,4,0
60,6,13,4,47,6,7,7,2
79,7,6,4,35,8,8,3,0
91,7,3,7,28,4,8,2,2
90,8,8,8,23,3,5,5,1
82,7,2,6,47,3,3,0,1
104,4,6,1,18,4,12,1,1
77,11,7,4,36,7,4,4,1
22,7,5,3,95,4,7,7,1
49,9,7,4,61,9,8,3,2
58,5,9,7,56,4,7,4,1
40,5,2,9,66,7,13,8,1
41,8,10,5,62,8,9,7,1
26,4,1,2,95,7,11,4,2
46,6,2,1,79,6,4,6,0
39,6,14,12,65,4,8,2,0
93,9,4,3,34,2,3,2,2
64,10,7,7,49,3,7,3,1
42,8,6,4,52,11,21,6,1
62,8,5,5,39,13,13,5,2
45,21,7,7,51,5,7,7,2
96,13,2,7,23,1,4,4,2
84,5,4,5,28,5,16,3,1
78,5,9,3,39,4,8,4,1
36,4,12,4,70,8,7,9,2
78,7,9,6,37,3,7,3,0
50,11,8,7,52,13,5,4,2
57,13,11,4,50,5,6,4,1
76,6,2,4,39,8,12,3,1
47,7,5,2,64,9,11,5,1
42,9,5,5,66,11,6,6,2
43,6,5,4,74,13,5,0,0
43,13,7,6,59,13,4,5,2
47,15,2,4,62,10,5,5,1
56,7,8,8,47,12,6,6,2
46,10,9,5,56,11,9,4,1
41,15,7,5,61,10,6,5,1
46,18,10,4,54,4,11,3,1
54,8,11,3,61,3,6,4,1
36,4,5,7,80,6,9,3,2
60,6,7,6,57,5,4,5,1
82,11,5,3,34,5,4,6,1
53,8,6,4,47,12,15,5,2
50,9,9,5,54,12,7,4,0
65,16,7,1,49,8,3,1,2
37,12,2,4,76,6,10,3,2
21,3,3,3,93,12,6,9,1
